id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
31071,"Garfield County, Nebraska",1453,25165,20625,22321,25054,35950,41563
31073,"Gosper County, Nebraska",1374,26795,30227,24342,30208,21346,30938
31075,"Grant County, Nebraska",407,27847,27847,29423,21563,33542,37083
31077,"Greeley County, Nebraska",1744,28203,23750,25795,25200,36250,42500
31079,"Hall County, Nebraska",38204,29235,22683,27073,29590,40011,57255
31081,"Hamilton County, Nebraska",6212,34198,30988,30245,31033,41705,47348
31083,"Harlan County, Nebraska",2568,28728,22596,21902,30398,32422,51250
31085,"Hayes County, Nebraska",791,25045,9196,26250,22625,39643,39375
31087,"Hitchcock County, Nebraska",2118,29139,19792,26089,27196,37708,42545
31089,"Holt County, Nebraska",7346,28687,25513,26143,26434,35750,55571
31091,"Hooker County, Nebraska",527,20208,50000,12679,18977,20417,46786
31093,"Howard County, Nebraska",4405,32606,11786,31944,27293,40887,47308
31095,"Jefferson County, Nebraska",5462,28901,13148,25784,30021,34761,53828
31097,"Johnson County, Nebraska",3855,27062,13239,25179,27900,39417,44583
31099,"Kearney County, Nebraska",4537,32008,13125,31022,29819,41806,50556
31101,"Keith County, Nebraska",6123,29273,23833,30883,25357,31304,44917
31103,"Keya Paha County, Nebraska",575,24152,3750,26181,22083,30000,65625
31105,"Kimball County, Nebraska",2679,25813,17422,25958,24375,42813,43393
31107,"Knox County, Nebraska",6075,28590,12917,25938,26727,33686,49063
31109,"Lancaster County, Nebraska",179623,35171,22456,26906,31807,42884,56437
31111,"Lincoln County, Nebraska",24459,32082,19325,25720,31181,43728,57276
31113,"Logan County, Nebraska",539,28606,36071,20417,28618,33750,24750
31115,"Loup County, Nebraska",412,21042,24375,17279,17240,33125,33125
31117,"McPherson County, Nebraska",285,37361,37361,35417,43438,33958,31875
31119,"Madison County, Nebraska",22595,30410,24568,26278,30706,38594,59851
31121,"Merrick County, Nebraska",5393,30248,25052,26020,30581,31423,53906
31123,"Morrill County, Nebraska",3448,27925,26114,25154,27973,49856,40500
31125,"Nance County, Nebraska",2613,28886,23750,25880,27237,39563,38214
31127,"Nemaha County, Nebraska",4708,31531,21923,22566,31240,43711,48462
31129,"Nuckolls County, Nebraska",3339,27239,16648,25330,28447,30901,44375
31131,"Otoe County, Nebraska",10780,32743,20875,27174,33946,41207,54838
31133,"Pawnee County, Nebraska",2037,27099,8083,26739,28177,32857,44500
31135,"Perkins County, Nebraska",2088,33289,25347,28261,31758,43571,46875
31137,"Phelps County, Nebraska",6343,31859,23851,25762,32022,39785,43056
31139,"Pierce County, Nebraska",4903,31276,28125,28857,27434,43696,49766
31141,"Platte County, Nebraska",21011,31474,21997,28367,32024,48367,59115
31143,"Polk County, Nebraska",3772,32041,28125,30000,30313,41167,50774
31145,"Red Willow County, Nebraska",7438,29875,20417,21008,26496,42658,44034
31147,"Richardson County, Nebraska",6038,28493,17500,25250,29375,37228,38839
31149,"Rock County, Nebraska",1080,27941,16932,26447,25690,39375,51250
31151,"Saline County, Nebraska",8757,31028,25227,28878,31020,39766,50496
31153,"Sarpy County, Nebraska",101955,40934,22768,30838,36530,50084,65070
31155,"Saunders County, Nebraska",14085,37396,22764,31471,37104,48750,60956
31157,"Scotts Bluff County, Nebraska",24651,27413,20009,24149,27231,40147,54918
31159,"Seward County, Nebraska",10610,38400,22750,30871,36393,49107,58983
31161,"Sheridan County, Nebraska",3885,25836,21488,25758,23848,27266,62554
31163,"Sherman County, Nebraska",2272,28352,15278,27500,26000,39500,46985
31165,"Sioux County, Nebraska",928,30823,21250,29583,27031,40625,42500
31167,"Stanton County, Nebraska",4067,31034,22649,26733,32895,36454,55592
31169,"Thayer County, Nebraska",3842,30057,15125,26534,33005,28625,50066
31171,"Thomas County, Nebraska",529,30260,2500,28500,31250,12212,52083
31173,"Thurston County, Nebraska",3757,29726,14554,27500,28021,38646,55000
31175,"Valley County, Nebraska",3063,28934,10000,23125,30387,43839,45875
31177,"Washington County, Nebraska",13539,39774,26429,31673,40249,45947,62107
31179,"Wayne County, Nebraska",5203,32640,26914,27069,32649,35665,42158
31181,"Webster County, Nebraska",2696,26213,17670,23480,26118,33333,47727
31183,"Wheeler County, Nebraska",599,30093,30093,30000,21406,36111,47083
31185,"York County, Nebraska",9315,30299,15643,26536,30087,36901,53750
32001,"Churchill County, Nevada",16306,32843,28496,26910,33225,51767,67500
32003,"Clark County, Nevada",1307981,33558,24302,29932,35346,46129,62925
32005,"Douglas County, Nevada",34785,36187,28194,29681,32540,51205,67177
32007,"Elko County, Nevada",30806,41417,25354,41227,40651,61537,68194
32009,"Esmeralda County, Nevada",741,25556,20000,21528,32875,28750,28750
32011,"Eureka County, Nevada",1216,50000,32917,65833,44125,45893,48942
32013,"Humboldt County, Nevada",10720,37432,27321,30553,42887,52250,70786
32015,"Lander County, Nevada",3662,60107,60728,63175,49836,84063,68750
32017,"Lincoln County, Nevada",3321,35383,8654,30230,34327,44620,54667
32019,"Lyon County, Nevada",35496,32220,19599,27478,32434,42751,59754
32021,"Mineral County, Nevada",3533,37377,30347,28750,36786,47273,65945
32023,"Nye County, Nevada",32003,25358,21951,22479,24833,41277,60949
32027,"Pershing County, Nevada",5019,32450,26696,34189,28452,61657,67083
32029,"Storey County, Nevada",3234,40667,17396,29688,37214,41483,69875
32031,"Washoe County, Nevada",282711,33604,20720,28201,33037,46982,65327
32033,"White Pine County, Nevada",6899,40948,40888,45219,38939,46500,39338
32510,"Carson City, Nevada",38526,32365,17796,27742,33203,49549,67175
33001,"Belknap County, New Hampshire",43555,36682,27070,31421,36294,43793,56056
33003,"Carroll County, New Hampshire",36199,31471,21903,27193,30431,40325,43170
33005,"Cheshire County, New Hampshire",51817,34835,23810,31381,33587,40750,53002
33007,"Coos County, New Hampshire",24468,29672,14408,25338,31443,36957,51224
33009,"Grafton County, New Hampshire",60628,36605,24717,28343,33712,43120,63452
33011,"Hillsborough County, New Hampshire",274961,43303,24889,34752,39653,54064,74670
33013,"Merrimack County, New Hampshire",102050,40289,28643,32314,37530,48414,59596
33015,"Rockingham County, New Hampshire",208659,45114,27023,36075,39369,59155,68295
33017,"Strafford County, New Hampshire",79374,37051,22838,30317,35941,49144,59812
33019,"Sullivan County, New Hampshire",31480,36111,29933,32162,37029,42662,56721
34001,"Atlantic County, New Jersey",186039,33849,23377,29742,33932,48831,69139
34003,"Bergen County, New Jersey",639683,52199,24079,35043,43287,61907,86172
34005,"Burlington County, New Jersey",309139,49003,25497,36647,43764,63334,85297
34007,"Camden County, New Jersey",343935,41663,23249,32417,39012,54641,77191
34009,"Cape May County, New Jersey",70920,36988,22246,30837,35060,50232,70054
34011,"Cumberland County, New Jersey",104877,32408,19535,30501,36482,50922,67852
34013,"Essex County, New Jersey",517705,40469,21612,30316,36400,57569,82136
34015,"Gloucester County, New Jersey",192982,47877,26755,36628,45666,62756,74398
34017,"Hudson County, New Jersey",449940,41408,21439,29109,35241,59009,75864
34019,"Hunterdon County, New Jersey",88477,57981,21862,38420,50605,68985,101980
34021,"Mercer County, New Jersey",245078,45952,20802,31605,41490,63837,85233
34023,"Middlesex County, New Jersey",549515,49742,21999,35104,43993,62768,85441
34025,"Monmouth County, New Jersey",432188,51737,22389,34058,45198,65597,87031
34027,"Morris County, New Jersey",342610,56555,25030,37561,47847,66450,94650
34029,"Ocean County, New Jersey",399636,42184,21788,33867,41502,54290,68938
34031,"Passaic County, New Jersey",326833,37362,21212,30642,38714,54731,76348
34033,"Salem County, New Jersey",45144,41674,20825,33342,42585,57576,72846
34035,"Somerset County, New Jersey",223940,57895,21767,35071,44796,70878,97749
34037,"Sussex County, New Jersey",102089,49419,31745,38026,45333,61385,81459
34039,"Union County, New Jersey",362624,42378,21637,30573,40449,61804,84935
34041,"Warren County, New Jersey",74392,46051,22639,37555,42725,61205,82434
35001,"Bernalillo County, New Mexico",441184,33797,18194,26723,31154,44178,58978
35003,"Catron County, New Mexico",3039,24254,23315,25083,18578,33370,46154
35005,"Chaves County, New Mexico",40677,26993,19994,23387,25799,44011,51313
35006,"Cibola County, New Mexico",18023,24743,14560,21973,24975,39527,53468
35007,"Colfax County, New Mexico",9820,25421,18806,21418,25732,33056,38289
35009,"Curry County, New Mexico",29760,30093,16893,25881,29705,44473,48961
35011,"De Baca County, New Mexico",1345,30647,11411,23558,31313,48021,73450
35013,"DoÒa Ana County, New Mexico",126073,24966,13723,21238,24411,42022,52768
35015,"Eddy County, New Mexico",35259,36886,25894,28270,37527,58698,63919
35017,"Grant County, New Mexico",20670,26932,15047,22728,26365,36290,53151
35019,"Guadalupe County, New Mexico",3209,17172,15476,15049,16875,36094,83500
35021,"Harding County, New Mexico",537,22000,12500,24250,17381,42125,19018
35023,"Hidalgo County, New Mexico",3249,25271,12330,25828,25068,32813,46932
35025,"Lea County, New Mexico",39728,35583,28783,28498,37018,47913,54883
35027,"Lincoln County, New Mexico",15284,25697,15924,24486,26134,43382,45563
35028,"Los Alamos County, New Mexico",12734,70359,25813,30441,48655,57330,107783
35029,"Luna County, New Mexico",16136,18774,11000,17759,23570,38634,44180
35031,"McKinley County, New Mexico",41489,23614,16557,19482,26088,41569,52273
35033,"Mora County, New Mexico",3511,23874,4571,33226,12298,35117,54299
35035,"Otero County, New Mexico",41518,25830,13030,22932,26449,40663,56992
35037,"Quay County, New Mexico",6187,25150,16803,22165,25177,41958,58594
35039,"Rio Arriba County, New Mexico",26888,29587,16842,27129,30778,42781,53683
35041,"Roosevelt County, New Mexico",11314,27303,19963,25730,26013,35755,50508
35043,"Sandoval County, New Mexico",88010,36990,19649,31288,36618,46686,57844
35045,"San Juan County, New Mexico",79396,32652,23131,27943,32860,44723,54629
35047,"San Miguel County, New Mexico",19645,26513,13732,23282,25919,36313,52167
35049,"Santa Fe County, New Mexico",104298,32076,17942,25954,31809,40720,55379
35051,"Sierra County, New Mexico",9379,22047,13393,17722,20107,36981,17125
35053,"Socorro County, New Mexico",10985,25635,14290,20422,29537,36875,58920
35055,"Taos County, New Mexico",24077,23761,16919,19369,23600,29989,38939
35057,"Torrance County, New Mexico",11031,25774,15668,25000,25207,42188,59130
35059,"Union County, New Mexico",3129,25841,20774,21812,25650,37143,41487
35061,"Valencia County, New Mexico",49645,31170,19524,28536,31064,43719,56116
36001,"Albany County, New York",203432,42333,19084,30977,39610,52598,64335
36003,"Allegany County, New York",30571,29923,17549,25670,30467,33696,51642
36005,"Bronx County, New York",866898,30261,18505,25551,33432,43053,60814
36007,"Broome County, New York",132766,32382,17791,26275,30781,42571,56206
36009,"Cattaraugus County, New York",53601,30306,19245,25381,30199,40049,52554
36011,"Cayuga County, New York",55715,34534,21036,30072,34950,46037,54611
36013,"Chautauqua County, New York",90209,30165,16787,25728,29809,37763,51574
36015,"Chemung County, New York",60947,35321,16911,27006,35372,49030,58435
36017,"Chenango County, New York",35099,30872,20670,28481,30413,41835,52093
36019,"Clinton County, New York",55487,34504,20666,30197,35619,41173,58837
36021,"Columbia County, New York",45370,36621,26692,29570,33787,50000,62061
36023,"Cortland County, New York",30386,32631,20838,29525,31699,43256,56000
36025,"Delaware County, New York",33555,30051,18090,27040,30792,39587,45833
36027,"Dutchess County, New York",200358,43222,21775,32669,39509,55857,75655
36029,"Erie County, New York",627301,37374,17594,29226,34091,47184,58215
36031,"Essex County, New York",28929,31218,21111,26622,30458,41875,54219
36033,"Franklin County, New York",36057,32717,21690,28962,33271,43279,52390
36035,"Fulton County, New York",38817,30899,19454,28364,31603,46105,52067
36037,"Genesee County, New York",41424,33422,20433,29739,32180,42046,50954
36039,"Greene County, New York",35041,35282,20285,30585,34611,49081,62454
36041,"Hamilton County, New York",3734,30577,17350,23906,31536,48929,55250
36043,"Herkimer County, New York",44667,32063,22888,27879,30963,42232,49321
36045,"Jefferson County, New York",73193,32993,17455,26869,34604,44277,55511
36047,"Kings County, New York",1680599,36005,19122,27894,35888,50978,64991
36049,"Lewis County, New York",18365,32763,22067,30462,32486,44032,51682
36051,"Livingston County, New York",42503,35203,19679,30679,33771,46226,53728
36053,"Madison County, New York",47360,35484,20140,29310,36003,42464,59037
36055,"Monroe County, New York",496679,37894,19954,27903,33649,48197,59434
36057,"Montgomery County, New York",34278,32038,20812,29403,32474,43030,57436
36059,"Nassau County, New York",920469,51516,22174,36019,46369,65034,83514
36061,"New York County, New York",1198681,55669,17054,25181,34666,68567,87424
36063,"Niagara County, New York",149792,34622,19220,28548,33968,48300,56849
36065,"Oneida County, New York",160002,33918,17936,26797,34237,46314,58833
36067,"Onondaga County, New York",310079,38618,19935,29901,35588,49684,61266
36069,"Ontario County, New York",74457,36900,21993,27896,33443,51688,56363
36071,"Orange County, New York",235732,43172,22650,32310,42435,57227,74567
36073,"Orleans County, New York",29463,31248,20718,29136,31840,41181,61335
36075,"Oswego County, New York",79391,32809,22801,28597,33134,45190,57151
36077,"Otsego County, New York",40241,30385,16750,23033,30853,35200,54554
36079,"Putnam County, New York",69086,51782,30028,39270,44560,64541,84564
36081,"Queens County, New York",1576805,36687,20806,29272,38178,50129,64376
36083,"Rensselaer County, New York",107932,40406,17092,30922,39626,53524,61977
36085,"Richmond County, New York",317916,49522,25352,36549,47517,61006,72537
36087,"Rockland County, New York",198598,47223,20383,31408,42950,61458,80498
36089,"St. Lawrence County, New York",71537,31620,17720,25587,31908,40386,55751
36091,"Saratoga County, New York",154093,44160,21833,32131,38968,55688,65959
36093,"Schenectady County, New York",105317,38659,20908,27444,36760,49071,65534
36095,"Schoharie County, New York",22346,34165,21190,29723,33960,45029,57865
36097,"Schuyler County, New York",13170,32185,20690,29008,34180,33472,57566
36099,"Seneca County, New York",24817,31978,24030,28095,31900,39980,49971
36101,"Steuben County, New York",68295,33848,20436,28858,32345,45756,58467
36103,"Suffolk County, New York",1011777,47557,23424,36145,45568,63108,83195
36105,"Sullivan County, New York",53473,31926,17538,28456,32330,44650,63062
36107,"Tioga County, New York",35344,32931,26068,27190,31334,50323,54547
36109,"Tompkins County, New York",58238,37519,22219,31469,33584,38568,51640
36111,"Ulster County, New York",127926,37404,22045,29285,35373,47646,62534
36113,"Warren County, New York",47333,35073,20537,28862,34231,45907,59091
36115,"Washington County, New York",44745,31748,20260,30185,31811,38310,52646
36117,"Wayne County, New York",64240,33784,24745,26956,34987,48587,53506
36119,"Westchester County, New York",649906,50580,20676,31922,41141,64668,92159
36121,"Wyoming County, New York",30059,32977,22262,30050,33988,42431,50491
36123,"Yates County, New York",16459,30230,30492,25499,27213,44286,53173
37001,"Alamance County, North Carolina",101041,30873,18473,25753,32313,45210,56014
37003,"Alexander County, North Carolina",25941,29497,21034,26407,31625,34054,50795
37005,"Alleghany County, North Carolina",8038,25049,12956,19500,27676,39318,60221
37007,"Anson County, North Carolina",18360,25613,13107,25524,26508,40714,49743
37009,"Ashe County, North Carolina",20065,23761,14840,19532,25625,34559,54716
37011,"Avery County, North Carolina",13017,24557,17115,21010,25575,37874,37471
37013,"Beaufort County, North Carolina",33608,28484,18210,24417,31033,36809,44069
37015,"Bertie County, North Carolina",14649,26367,17386,23485,26545,48388,47656
37017,"Bladen County, North Carolina",23953,27528,18831,25977,29491,39037,49583
37019,"Brunswick County, North Carolina",83304,27216,20601,21970,26850,39085,47069
37021,"Buncombe County, North Carolina",172190,29586,16626,22931,27698,35834,49456
37023,"Burke County, North Carolina",62453,26978,17287,24542,27874,41873,51181
37025,"Cabarrus County, North Carolina",118148,35906,19795,28406,35204,49549,59536
37027,"Caldwell County, North Carolina",57106,27771,18302,26522,28078,43132,54306
37029,"Camden County, North Carolina",6740,36107,20446,30260,35281,44332,99861
37031,"Carteret County, North Carolina",49636,29477,17083,25185,27842,41793,55139
37033,"Caswell County, North Carolina",16964,24761,19287,21648,27294,39550,48125
37035,"Catawba County, North Carolina",105187,30562,20225,25040,30895,44404,56863
37037,"Chatham County, North Carolina",47137,32223,17404,26029,30033,52567,61910
37039,"Cherokee County, North Carolina",20419,25138,21368,24311,24020,30663,39730
37041,"Chowan County, North Carolina",10337,26565,18699,25272,27188,30649,43750
37043,"Clay County, North Carolina",7807,24489,12341,22595,22230,38235,43551
37045,"Cleveland County, North Carolina",65949,29065,17473,25755,29193,40337,46559
37047,"Columbus County, North Carolina",39386,26979,14934,22685,27759,42571,42750
37049,"Craven County, North Carolina",66914,30638,14859,26774,30660,45625,54797
37051,"Cumberland County, North Carolina",195439,32531,15710,26214,32252,43205,61883
37053,"Currituck County, North Carolina",16654,31604,21319,27460,31700,45417,50764
37055,"Dare County, North Carolina",25254,31275,17232,28382,31373,37055,43670
37057,"Davidson County, North Carolina",112284,31575,20329,27323,32275,43870,54539
37059,"Davie County, North Carolina",28932,32164,17691,26755,32462,48875,50787
37061,"Duplin County, North Carolina",39118,24169,18366,25681,23800,38788,42799
37063,"Durham County, North Carolina",183385,36391,16393,25374,31409,44692,57737
37065,"Edgecombe County, North Carolina",37492,25789,16318,24550,26480,36280,55566
37067,"Forsyth County, North Carolina",233555,32660,16538,26058,31119,45697,59294
37069,"Franklin County, North Carolina",41358,30301,18245,28070,30615,48351,47968
37071,"Gaston County, North Carolina",140157,31528,17964,26302,32297,46709,54704
37073,"Gates County, North Carolina",8263,32076,19886,31711,30853,43768,44643
37075,"Graham County, North Carolina",5992,28196,27741,25698,25637,44821,44650
37077,"Granville County, North Carolina",39605,34417,19780,30383,37862,47045,49706
37079,"Greene County, North Carolina",14638,25539,18898,25269,25916,37656,59479
37081,"Guilford County, North Carolina",323664,32398,17589,25500,30172,43030,57504
37083,"Halifax County, North Carolina",37149,27597,18396,25576,27270,38402,46859
37085,"Harnett County, North Carolina",73861,32055,17949,26576,33106,45725,57277
37087,"Haywood County, North Carolina",43449,31169,21187,25722,31173,43039,50703
37089,"Henderson County, North Carolina",78783,29043,16946,23918,30008,40893,49720
37091,"Hertford County, North Carolina",16959,26808,13359,25413,26638,39046,46346
37093,"Hoke County, North Carolina",29871,28938,16765,24773,30529,41304,54652
37095,"Hyde County, North Carolina",4173,22204,3731,21960,24410,35000,35000
37097,"Iredell County, North Carolina",107993,32917,21235,28336,32172,49672,61778
37099,"Jackson County, North Carolina",25459,27888,14042,23626,25894,36121,53563
37101,"Johnston County, North Carolina",111801,34162,15415,27904,35300,46074,56300
37103,"Jones County, North Carolina",7221,28990,16394,27317,32019,38158,53125
37105,"Lee County, North Carolina",38634,29156,18257,25269,31168,45038,54671
37107,"Lenoir County, North Carolina",40349,26775,15087,23686,28307,45831,54286
37109,"Lincoln County, North Carolina",54532,33356,20383,30132,35708,44777,63628
37111,"McDowell County, North Carolina",31799,27294,19160,25898,26376,42869,50286
37113,"Macon County, North Carolina",25217,25265,19250,19619,25049,37722,42193
37115,"Madison County, North Carolina",14603,28112,10352,25045,31732,39531,44356
37117,"Martin County, North Carolina",16985,26627,20734,23919,27070,40500,50435
37119,"Mecklenburg County, North Carolina",618682,37151,17610,25449,31823,51355,66742
37121,"Mitchell County, North Carolina",11286,26771,18826,25775,26673,43365,48250
37123,"Montgomery County, North Carolina",18834,24776,17019,22862,24034,44870,44621
37125,"Moore County, North Carolina",64498,32080,15225,25253,30435,43880,56548
37127,"Nash County, North Carolina",64807,30658,17274,25366,31781,40833,57266
37129,"New Hanover County, North Carolina",138954,32580,15870,26682,30189,40629,59040
37131,"Northampton County, North Carolina",15441,27194,16008,26227,29314,31659,38750
37133,"Onslow County, North Carolina",93892,31024,16735,27371,30866,42566,61261
37135,"Orange County, North Carolina",82358,40973,16066,26018,31270,42045,68290
37137,"Pamlico County, North Carolina",9840,28146,27734,25119,24068,35625,45417
37139,"Pasquotank County, North Carolina",26370,28156,16727,22761,28068,37295,49849
37141,"Pender County, North Carolina",37095,29564,17369,26587,27171,37335,63883
37143,"Perquimans County, North Carolina",9824,31831,14005,26250,31408,42330,53472
37145,"Person County, North Carolina",27256,31074,16585,27847,31989,42710,54650
37147,"Pitt County, North Carolina",100630,32217,16703,23680,31441,42749,58773
37149,"Polk County, North Carolina",15312,28505,20638,29453,27900,30495,42581
37151,"Randolph County, North Carolina",96153,30220,19319,27801,31861,40608,51598
37153,"Richmond County, North Carolina",30789,26345,16285,24034,27538,41010,45838
37155,"Robeson County, North Carolina",83860,24778,17077,23337,24670,39176,50021
37157,"Rockingham County, North Carolina",65563,29571,17530,27406,30923,41265,54187
37159,"Rowan County, North Carolina",93328,30899,19362,27607,30996,41464,53213
37161,"Rutherford County, North Carolina",47309,27522,15734,25023,28048,37649,50278
37163,"Sampson County, North Carolina",42244,26953,17191,25956,28475,38625,55675
37165,"Scotland County, North Carolina",23707,28705,18309,23735,27252,39122,50000
37167,"Stanly County, North Carolina",41174,31233,19765,28672,32048,41341,47988
37169,"Stokes County, North Carolina",33426,31694,20860,29621,33105,41706,50015
37171,"Surry County, North Carolina",50890,28124,17183,25732,29589,39270,51771
37173,"Swain County, North Carolina",9697,28744,20594,23371,30774,46311,52440
37175,"Transylvania County, North Carolina",24376,25474,11787,22333,27403,35762,45759
37177,"Tyrrell County, North Carolina",3164,24302,11042,23772,30321,36667,47800
37179,"Union County, North Carolina",128319,39056,20437,30549,38281,51902,63979
37181,"Vance County, North Carolina",29552,28311,17120,26208,30461,38424,49704
37183,"Wake County, North Carolina",601061,42102,17791,27318,34689,51485,71562
37185,"Warren County, North Carolina",14858,26359,13494,25314,28190,36432,47419
37187,"Washington County, North Carolina",8827,28557,27670,24771,26484,35101,58056
37189,"Watauga County, North Carolina",28410,27928,16028,22296,24238,31309,51332
37191,"Wayne County, North Carolina",80428,29303,18308,25375,30498,40381,52413
37193,"Wilkes County, North Carolina",48727,25543,16595,23707,28309,35814,46250
37195,"Wilson County, North Carolina",54640,29112,16207,24217,30858,45375,50712
37197,"Yadkin County, North Carolina",26461,29538,19846,25936,31410,43764,49531
37199,"Yancey County, North Carolina",13003,25004,14620,24507,24118,31014,46250
38001,"Adams County, North Dakota",1767,31286,7083,26350,32961,35893,56250
38003,"Barnes County, North Dakota",7828,33917,29375,32292,37500,31682,48750
38005,"Benson County, North Dakota",3858,25390,14904,21113,26846,36250,38571
38007,"Billings County, North Dakota",667,36544,8750,36429,49063,45104,32188
38009,"Bottineau County, North Dakota",4678,36676,19531,30558,35038,41563,91250
38011,"Bowman County, North Dakota",2265,36250,21786,34318,35870,40962,40417
38013,"Burke County, North Dakota",1441,34648,17083,34861,40568,32438,51250
38015,"Burleigh County, North Dakota",56202,38885,20449,29781,35075,47218,59303
38017,"Cass County, North Dakota",95521,36957,22397,30227,33940,41153,62157
38019,"Cavalier County, North Dakota",2966,35507,15156,25076,40556,40357,56250
38021,"Dickey County, North Dakota",3580,28239,23750,25927,26653,33690,37857
38023,"Divide County, North Dakota",1773,31319,11688,27197,31447,36500,49531
38025,"Dunn County, North Dakota",2675,31568,26806,27292,31964,32375,42500
38027,"Eddy County, North Dakota",1773,30776,23750,26000,29375,37639,41667
38029,"Emmons County, North Dakota",2572,28424,22500,21431,31667,40745,55417
38031,"Foster County, North Dakota",2407,35710,42750,29871,34695,55417,26957
38033,"Golden Valley County, North Dakota",1144,28616,9205,21875,30066,30224,56458
38035,"Grand Forks County, North Dakota",38714,35457,21619,27155,34072,41391,60204
38037,"Grant County, North Dakota",1795,28536,20833,26250,29952,32679,18472
38039,"Griggs County, North Dakota",1876,32864,29792,22255,35000,37404,31875
38041,"Hettinger County, North Dakota",1886,27969,7500,26625,27305,37596,47083
38043,"Kidder County, North Dakota",1870,30657,18947,26484,35000,36250,37250
38045,"LaMoure County, North Dakota",3093,31750,25104,28661,30064,40125,47500
38047,"Logan County, North Dakota",1424,31395,15536,30583,30500,44250,39583
38049,"McHenry County, North Dakota",4008,33710,23750,31667,33611,37128,60000
38051,"McIntosh County, North Dakota",2177,25815,15563,18462,32604,35625,48833
38053,"McKenzie County, North Dakota",4717,35566,15789,30668,34528,46167,51058
38055,"McLean County, North Dakota",6806,33307,16964,30261,32248,41816,41518
38057,"Mercer County, North Dakota",6188,38358,19250,27110,38516,48403,80313
38059,"Morton County, North Dakota",19183,36473,30417,29193,35608,43198,51855
38061,"Mountrail County, North Dakota",5401,37420,26319,30438,39212,43958,42072
38063,"Nelson County, North Dakota",2395,31031,22813,31250,28179,34792,33750
38065,"Oliver County, North Dakota",1308,41780,17206,31544,43319,47708,45357
38067,"Pembina County, North Dakota",5357,32186,16542,28711,35169,42872,41607
38069,"Pierce County, North Dakota",3230,27415,25795,24409,26613,43516,68571
38071,"Ramsey County, North Dakota",7872,30783,26224,26810,27214,39621,48400
38073,"Ransom County, North Dakota",3868,32899,29500,31341,30551,40455,58250
38075,"Renville County, North Dakota",1782,36769,17404,29500,36006,46641,53750
38077,"Richland County, North Dakota",10477,35131,26827,29767,34125,44085,56594
38079,"Rolette County, North Dakota",8058,31052,20265,25405,27813,41948,53828
38081,"Sargent County, North Dakota",2748,37125,39861,32287,34091,44318,49583
38083,"Sheridan County, North Dakota",1069,26897,35795,19688,26213,39167,33125
38085,"Sioux County, North Dakota",2216,28955,20250,18333,26146,40580,55625
38087,"Slope County, North Dakota",561,30677,10724,31375,30217,36563,53438
38089,"Stark County, North Dakota",16981,37421,25030,30200,38724,42080,55340
38091,"Steele County, North Dakota",1421,31310,20500,27321,35234,31384,60163
38093,"Stutsman County, North Dakota",14552,33449,24405,30518,32446,40176,51880
38095,"Towner County, North Dakota",1680,33203,27083,28365,32679,39444,53021
38097,"Traill County, North Dakota",5519,35210,26250,30943,33527,41250,45313
38099,"Walsh County, North Dakota",7903,30761,19306,25572,34387,43125,44583
38101,"Ward County, North Dakota",39345,34602,26683,29109,33731,41118,52273
38103,"Wells County, North Dakota",3209,27690,16850,25860,27000,40051,29375
38105,"Williams County, North Dakota",16623,41854,31406,39423,41525,44561,70093
39001,"Adams County, Ohio",19141,29318,20918,26068,31942,41400,59300
39003,"Allen County, Ohio",69287,30475,17052,25170,30275,46581,57689
39005,"Ashland County, Ohio",35058,30094,20909,27498,27352,40273,56434
39007,"Ashtabula County, Ohio",69419,27911,20073,24979,31297,38189,52108
39009,"Athens County, Ohio",34166,30024,17446,25566,29247,31998,48580
39011,"Auglaize County, Ohio",30966,33576,18717,30901,33719,40806,58091
39013,"Belmont County, Ohio",50604,26885,14212,23636,27238,42166,48406
39015,"Brown County, Ohio",30229,28738,19807,26486,31365,38671,57279
39017,"Butler County, Ohio",234840,37889,21185,30699,36009,53617,67120
39019,"Carroll County, Ohio",20285,30357,17401,28135,34798,32721,58375
39021,"Champaign County, Ohio",26727,32454,17154,29284,34177,45127,53963
39023,"Clark County, Ohio",93068,30830,15875,27049,30573,43950,59289
39025,"Clermont County, Ohio",132469,37927,21475,30149,37457,54595,65499
39027,"Clinton County, Ohio",27659,31204,18428,27869,31523,46664,56030
39029,"Columbiana County, Ohio",76002,28119,17182,25956,28523,38338,54297
39031,"Coshocton County, Ohio",25162,29781,24531,25081,31300,43805,53703
39033,"Crawford County, Ohio",30080,28618,17873,25070,31364,42127,53947
39035,"Cuyahoga County, Ohio",874889,35067,16245,26443,31853,47220,65698
39037,"Darke County, Ohio",35663,30792,20436,29749,28088,44413,53470
39039,"Defiance County, Ohio",25914,31414,18396,26770,33357,38500,55492
39041,"Delaware County, Ohio",115356,52621,20443,31901,42749,66105,78829
39043,"Erie County, Ohio",54170,31779,14475,26785,32505,43321,60304
39045,"Fairfield County, Ohio",97550,37793,18364,28289,36214,51270,65632
39047,"Fayette County, Ohio",19658,29069,17995,25380,31815,37805,64911
39049,"Franklin County, Ohio",765086,36809,18339,27776,33140,48712,63941
39051,"Fulton County, Ohio",28538,32641,23631,30724,32177,41948,52485
39053,"Gallia County, Ohio",20787,30946,15967,27415,30849,46569,55752
39055,"Geauga County, Ohio",63182,40817,26695,31904,36396,54594,76151
